연번,구군,장비종류,관리번호,시설명칭,위도,경도
5389,동래구,생활방범,3300000-00295-0-1EA,12-0005_금정마을로83번길_17-8_성우빌라4동_앞,35.21292368,129.0632946
5390,동래구,생활방범,3300000-00296-0-1BA,12-0006_충렬대로249번길_61_재경이네_앞,35.20397185,129.0866559
5391,동래구,생활방범,3300000-00297-0-1DA,12-0007_차밭골로50번가길_11_서진원룸_앞,35.21806359,129.0781781
5392,동래구,생활방범,3300000-00297-1-1DA,12-0007-1_차밭골로50번가길_11_서진원룸_앞_고1,35.21806359,129.0781781
5393,동래구,생활방범,3300000-00297-2-1DA,12-0007-2_차밭골로50번가길_11_서진원룸_앞_고2,35.21806359,129.0781781
5394,동래구,생활방범,3300000-00298-0-1CA,13-0001_삼성대길_22_예원한정식_앞,35.20406234,129.082169
5395,동래구,생활방범,3300000-00299-0-1DA,13-0002_차밭골로20번길_3_세븐일레븐편의점_앞,35.21597023,129.0790074
5396,동래구,생활방범,3300000-00300-1-1JA,13-0003-1_충렬대로321번길_44_목련빌라_앞_고1,35.20108128,129.0948343
5397,동래구,생활방범,3300000-00300-2-1JA,13-0003-2_충렬대로321번길_44_목련빌라_앞_고2,35.20108128,129.0948343
5398,동래구,생활방범,3300000-00301-0-1AA,13-0004_낙민로_14_킹마트_앞,35.19930354,129.0904508
5399,동래구,생활방범,3300000-00301-1-2AA,방범-23-0024(수민)-1_낙민로14_킹마트앞(13-0004),35.19930354,129.0904508
5400,동래구,생활방범,3300000-00301-2-2AA,방범-23-0024(수민)-2_낙민로14_킹마트앞(13-0004),35.19930354,129.0904508
5401,동래구,생활방범,3300000-00301-3-2AA,방범-23-0024(수민)-3_낙민로14_킹마트앞(13-0004),35.19930354,129.0904508
5402,동래구,생활방범,3300000-00302-0-1AA,13-0005_온천천로319번가길_19_포레나동래102동_뒤편골목,35.19646623,129.0895739
5403,동래구,생활방범,3300000-00303-1-1MA,13-0006-1_반송로251번길_16_헤즈아파트_앞_고1,35.20334798,129.0994052
5404,동래구,생활방범,3300000-00303-2-1MA,13-0006-2_반송로251번길_16_헤즈아파트_앞_고2,35.20334798,129.0994052
5405,동래구,생활방범,3300000-00304-0-1JA,13-0007_안락로_4_충렬사_후문,35.20111999,129.0973251
5406,동래구,생활방범,3300000-00305-0-1JA,13-0008_반송로208번길_13_포항물회_옆,35.19910374,129.0979565
5407,동래구,생활방범,3300000-00306-0-1DA,13-0009_금강로106번길_15_시티포레아파트_앞,35.21814626,129.0800248
5408,동래구,생활방범,3300000-00307-0-1GA,13-0010_석사로18번길_15_G헤어,35.19824848,129.0622623
5409,동래구,생활방범,3300000-00308-0-1FA,13-0011_미남로146번길_74_네네치킨_앞,35.20527289,129.0741628
5410,동래구,생활방범,3300000-00309-1-1JA,13-0012-1_반송로239번길_10-7_봉황맨션_앞_고1,35.20261817,129.0985421
5411,동래구,생활방범,3300000-00309-2-1JA,13-0012-2_반송로239번길_10-7_봉황맨션_앞_고2,35.20261817,129.0985421
5412,동래구,생활방범,3300000-00310-0-1DA,14-0001_금강로106번길_41_신화하니엘더라임,35.21850066,129.0816956
5413,동래구,생활방범,3300000-00310-1-1DA,14-0001-1_금강로106번길_41_신화하니엘더라임_고1,35.21850066,129.0816956
5414,동래구,생활방범,3300000-00310-2-1DA,14-0001-2_금강로106번길_41_신화하니엘더라임_고2,35.21850066,129.0816956
5415,동래구,생활방범,3300000-00311-0-1DA,14-0002_금강공원로26번길_21_동래온천족탕,35.22019671,129.0813943
5416,동래구,생활방범,3300000-00311-1-1DA,14-0002-1_금강공원로26번길_21_동래온천족탕_고1,35.22019671,129.0813943
5417,동래구,생활방범,3300000-00312-0-1CA,14-0003_온천천로_13-2_명륜동교회_인근,35.21678683,129.0842523
5418,동래구,생활방범,3300000-00312-1-1CA,14-0003-1_온천천로_13-2_명륜동교회_인근_고1,35.21678683,129.0842523
5419,동래구,생활방범,3300000-00313-0-1FA,14-0004_아시아드대로208번가길_28_이마트24_온천아시아드점,35.20337387,129.0674175
5420,동래구,생활방범,3300000-00313-1-1FA,14-0004-1_아시아드대로208번가길_28_이마트24_온천아시아드점_고1,35.20337387,129.0674175
5421,동래구,생활방범,3300000-00313-2-1FA,14-0004-2_아시아드대로208번가길_28_이마트24_온천아시아드점_고2,35.20337387,129.0674175
5422,동래구,생활방범,3300000-00313-3-1FA,14-0004-3_아시아드대로208번가길_28_이마트24_온천아시아드점_고3,35.20337387,129.0674175
5423,동래구,생활방범,3300000-00314-0-1FA,14-0005_충렬대로86번길_108_한성산업,35.20202182,129.0701367
5424,동래구,생활방범,3300000-00314-1-1FA,14-0005-1_충렬대로86번길_108_한성산업_고1,35.20202182,129.0701367
5425,동래구,생활방범,3300000-00314-2-1FA,14-0005-2_충렬대로86번길_108_한성산업_고2,35.20202182,129.0701367
5426,동래구,생활방범,3300000-00315-0-1FA,15-0001_석사북로97번길_30_효성해링턴_부동산,35.2071612,129.067523
5427,동래구,생활방범,3300000-00315-1-1FA,15-0001-1_석사북로97번길_30_효성해링턴_부동산_고1,35.2071612,129.067523
5428,동래구,생활방범,3300000-00315-2-1FA,15-0001-2_석사북로97번길_30_효성해링턴_부동산_고2,35.2071612,129.067523
5429,동래구,생활방범,3300000-00315-3-1FA,15-0001-3_석사북로97번길_30_효성해링턴_부동산_고3,35.2071612,129.067523
5430,동래구,생활방범,3300000-00316-0-1AA,15-0002_안남로_31_파리바게뜨_부산낙민점,35.1944291,129.095593
5431,동래구,생활방범,3300000-00316-1-1AA,15-0002-1_안남로_31_파리바게뜨_부산낙민점_고1,35.1944291,129.095593
5432,동래구,생활방범,3300000-00316-2-1AA,15-0002-2_안남로_31_파리바게뜨_부산낙민점_고2,35.1944291,129.095593
5433,동래구,생활방범,3300000-00316-3-1AA,15-0002-3_안남로_31_파리바게뜨_부산낙민점_고3,35.1944291,129.095593
5434,동래구,생활방범,3300000-00316-4-1AA,15-0002-4_안남로_31_파리바게뜨_부산낙민점_고4,35.1944291,129.095593
5435,동래구,생활방범,3300000-00317-0-1IA,15-0003_여고로127번길_2_블루25사직점,35.1989601,129.07664
5436,동래구,생활방범,3300000-00317-1-1IA,15-0003-1_여고로127번길_2_블루25사직점_고1,35.1989601,129.07664
5437,동래구,생활방범,3300000-00317-2-1IA,15-0003-2_여고로127번길_2_블루25사직점_고2,35.1989601,129.07664
5438,동래구,생활방범,3300000-00317-3-1IA,15-0003-3_여고로127번길_2_블루25사직점_고3,35.1989601,129.07664
5439,동래구,생활방범,3300000-00318-0-1DA,15-0004_온천동_15-22_금강사_인근_삼거리,35.2240039,129.077827
5440,동래구,생활방범,3300000-00318-1-1DA,15-0004-1_온천동_15-22_금강사_인근_삼거리_고1,35.2240039,129.077827
5441,동래구,생활방범,3300000-00318-2-1DA,15-0004-2_온천동_15-22_금강사_인근_삼거리_고2,35.2240039,129.077827
5442,동래구,생활방범,3300000-00318-3-1DA,15-0004-3_온천동_15-22_금강사_인근_삼거리_고3,35.2240039,129.077827
5443,동래구,생활방범,3300000-00319-0-1IA,15-0005_여고로127번길_68_흰돌교회,35.20153692,129.0754774
5444,동래구,생활방범,3300000-00319-1-1IA,15-0005-1_여고로127번길_68_흰돌교회_고1,35.20153692,129.0754774
5445,동래구,생활방범,3300000-00320-0-1FA,15-0006_충렬대로140번길_49_동영아파트_앞,35.2031088,129.07547
5446,동래구,생활방범,3300000-00320-1-1FA,15-0006-1_충렬대로140번길_49_동영아파트_앞_고1,35.2031088,129.07547
5447,동래구,생활방범,3300000-00321-1-1EA,15-0007-1_중앙대로1333번길_79_세븐일레븐_부산동래원룸점_고1,35.20716,129.07317
5448,동래구,생활방범,3300000-00321-2-2EA,방범-25-0017(온천2)-1_중앙대로1333번길_79_세븐일레븐_부산동래원룸점(15-0007),35.20716,129.07317
5449,동래구,생활방범,3300000-00321-0-1EA,15-0007_중앙대로1333번길_79_세븐일레븐_부산동래원룸점,35.20716,129.07317
5450,동래구,생활방범,3300000-00322-0-1EA,15-0008_중앙대로1333번길_108-1_사직요양병원_뒤,35.20756921,129.0718167
5451,동래구,생활방범,3300000-00322-1-1EA,15-0008-1_중앙대로1333번길_108-1_사직요양병원_뒤_고1,35.20756921,129.0718167
5452,동래구,생활방범,3300000-00323-0-1EA,15-0009_금정마을로_4_금정산별장_인근,35.21153,129.058
5453,동래구,생활방범,3300000-00323-1-1EA,15-0009-1_금정마을로_4_금정산별장_인근_고1,35.21153,129.058
5454,동래구,생활방범,3300000-00323-2-1EA,15-0009-2_금정마을로_4_금정산별장_인근_고2,35.21153,129.058
5455,동래구,생활방범,3300000-00323-3-1EA,15-0009-3_금정마을로_4_금정산별장_인근_고3,35.21153,129.058
5456,동래구,생활방범,3300000-00324-0-1FA,15-0010_온천동_1801-33_천태암_입구,35.2070749,129.055897
5457,동래구,생활방범,3300000-00324-1-1FA,15-0010-1_온천동_1801-33_천태암_입구_고1,35.2070749,129.055897
5458,동래구,생활방범,3300000-00324-2-1FA,15-0010-2_온천동_1801-33_천태암_입구_고2,35.2070749,129.055897
5459,동래구,생활방범,3300000-00324-3-1FA,15-0010-3_온천동_1801-33_천태암_입구_고3,35.2070749,129.055897
5460,동래구,생활방범,3300000-00325-0-1AA,15-0011_충렬대로237번길_30_우리은행_동래지점_앞,35.20283,129.08552
5461,동래구,생활방범,3300000-00325-1-1AA,15-0011-1_충렬대로237번길_30_우리은행_동래지점_앞_고1,35.20283,129.08552
5462,동래구,생활방범,3300000-00326-0-1AA,15-0012_반송로175번길_13_동산경로당_앞,35.197395,129.094482
5463,동래구,생활방범,3300000-00326-1-1AA,15-0012-1_반송로175번길_13_동산경로당_앞_고1,35.197395,129.094482
5464,동래구,생활방범,3300000-00326-2-1AA,15-0012-2_반송로175번길_13_동산경로당_앞_고2,35.197395,129.094482
5465,동래구,생활방범,3300000-00326-3-1AA,15-0012-3_반송로175번길_13_동산경로당_앞_고3,35.197395,129.094482
5466,동래구,생활방범,3300000-00327-0-1JA,15-0013_충렬대로387번길_31_한마음교회,35.1987416,129.101208
5467,동래구,생활방범,3300000-00327-1-1JA,15-0013-1_충렬대로387번길_31_한마음교회_고1,35.1987416,129.101208
5468,동래구,생활방범,3300000-00327-2-1JA,15-0013-2_충렬대로387번길_31_한마음교회_고2,35.1987416,129.101208
5469,동래구,생활방범,3300000-00327-3-1JA,15-0013-3_충렬대로387번길_31_한마음교회_고3,35.1987416,129.101208
5470,동래구,생활방범,3300000-00328-0-1KA,15-0014_충렬대로_432_조은약국앞,35.1962639,129.105491
5471,동래구,생활방범,3300000-00328-1-1KA,15-0014-1_충렬대로_432_조은약국앞_고1,35.1962639,129.105491
5472,동래구,생활방범,3300000-00328-2-1KA,15-0014-2_충렬대로_432_조은약국앞_고2,35.1962639,129.105491
5473,동래구,생활방범,3300000-00328-3-1KA,15-0014-3_충렬대로_432_조은약국앞_고3,35.1962639,129.105491
5474,동래구,생활방범,3300000-00329-1-1FA,17-0001-1_아시아드대로247번가길_1_호박아미용실_앞_고1,35.20702232,129.0666408
5475,동래구,생활방범,3300000-00329-2-1FA,17-0001-2_아시아드대로247번가길_1_호박아미용실_앞_고2,35.20702232,129.0666408
5476,동래구,생활방범,3300000-00329-3-1FA,17-0001-3_아시아드대로247번가길_1_호박아미용실_앞_고3,35.20702232,129.0666408
5477,동래구,생활방범,3300000-00329-4-1FA,17-0001-4_아시아드대로247번가길_1_호박아미용실_앞_고4,35.20702232,129.0666408
5478,동래구,생활방범,3300000-00330-1-1DA,17-0002-1_온천동145-59_온천더샵헤리티지_인근_골목_고1,35.22236813,129.0820461
5479,동래구,생활방범,3300000-00330-2-1DA,17-0002-2_온천동145-59_온천더샵헤리티지_인근_골목_고2,35.22236813,129.0820461
5480,동래구,생활방범,3300000-00331-1-1MA,17-0003-1_명서로114번길_31_배조아니_앞_사거리_고1,35.21083823,129.1001466
5481,동래구,생활방범,3300000-00331-2-1MA,17-0003-2_명서로114번길_31_배조아니_앞_사거리_고2,35.21083823,129.1001466
5482,동래구,생활방범,3300000-00332-1-1FA,17-0004-1_사직북로28번길_153_온천3동행정복지센터_앞_삼거리_고1,35.20358438,129.0656448
5483,동래구,생활방범,3300000-00332-2-1FA,17-0004-2_사직북로28번길_153_온천3동행정복지센터_앞_삼거리_고2,35.20358438,129.0656448
5484,동래구,생활방범,3300000-00332-3-1FA,17-0004-3_사직북로28번길_153_온천3동행정복지센터_앞_삼거리_고3,35.20358438,129.0656448
5485,동래구,생활방범,3300000-00333-0-2FA,방범-13-0001(온천3)_사직북로48번길_194_대곡그린빌라,35.20652916,129.0648304
5486,동래구,생활방범,3300000-00334-0-2AA,방범-13-0002(수민)_낙민로_24-1_역전영진슈퍼앞,35.1980612,129.0901041
5487,동래구,생활방범,3300000-00334-1-2AA,방범-13-0002(수민)-1_낙민로_24-1_역전영진슈퍼앞,35.1980612,129.0901041
5488,동래구,생활방범,3300000-00334-2-2AA,방범-13-0002(수민)-2_낙민로_24-1_역전영진슈퍼앞,35.1980612,129.0901041
5489,동래구,생활방범,3300000-00334-3-2AA,방범-13-0002(수민)-3_낙민로_24-1_역전영진슈퍼앞,35.1980612,129.0901041
5490,동래구,생활방범,3300000-00335-0-2CA,방범-13-0003(명륜)_동래로79번길_52_청마사거리,35.21045614,129.081533
5491,동래구,생활방범,3300000-00336-0-2CA,방범-13-0004(명륜)_온천천로_131_중앙여고_정문옆,35.20794122,129.0788479
5492,동래구,생활방범,3300000-00337-0-2CA,"방범-13-0005(명륜)_온천천로_157_동래역2,4출구_중간지점",35.20535453,129.0787493
5493,동래구,생활방범,3300000-00338-0-2CA,방범-13-0006(명륜)_충렬대로_197_메가마트_후문_인근,35.20526178,129.0810178
5494,동래구,생활방범,3300000-00339-0-2CA,방범-13-0007(명륜)_동래로_65_친절한카센타,35.20937243,129.0805439
5495,동래구,생활방범,3300000-00340-0-2BA,방범-13-0008(복산)_칠산로39번가길_20-3_학산여고후문,35.20608462,129.0953714
5496,동래구,생활방범,3300000-00340-1-2BA,방범-13-0008(복산)-1_칠산로39번가길_20-3_학산여고후문,35.20608462,129.0953714
5497,동래구,생활방범,3300000-00340-2-2BA,방범-13-0008(복산)-2_칠산로39번가길_20-3_학산여고후문,35.20608462,129.0953714
5498,동래구,생활방범,3300000-00340-3-2BA,방범-13-0008(복산)-3_칠산로39번가길_20-3_학산여고후문,35.20608462,129.0953714
5499,동래구,생활방범,3300000-00341-0-2IA,방범-13-0009(사직3)_아시아드대로154번길_79_사직3동행정복지센터,35.19936474,129.0697166
5500,동래구,생활방범,3300000-00342-0-2DA,방범-13-0010(온천1)_온천장로_104-6_온천삼정그린코아_뒤,35.21976437,129.0843264
5501,동래구,생활방범,3300000-00343-0-2DA,방범-13-0011(온천1)_중앙대로1493번길_6_구)스파쇼핑뒤쪽골목,35.21885889,129.0847749
5502,동래구,생활방범,3300000-00344-0-2DA,방범-13-0012(온천1)_온천장로30번길_12_신화컴퓨터뒤골목,35.2146523,129.0800211
5503,동래구,생활방범,3300000-00345-0-2DA,방범-13-0013(온천1)_동래로19번길_15_시티프라자오피스텔,35.21339613,129.0782511
5504,동래구,생활방범,3300000-00346-0-2DA,방범-13-0014(온천1)_금강로62번길_15-4_태원에스엔지,35.21460113,129.0779226
5505,동래구,생활방범,3300000-00347-0-2CA,방범-13-0015(명륜)_명륜로129번길_1_조마루감자탕_앞,35.20530982,129.082087
5506,동래구,생활방범,3300000-00348-0-2AA,방범-14-0001(수민)_충렬대로237번가길_28_인정시장_공중화장실,35.20234616,129.0869178
5507,동래구,생활방범,3300000-00349-0-2KA,방범-14-0002(안락2)_명안로10번길_53_휴먼시아아파트401동앞,35.19725313,129.107419
5508,동래구,생활방범,3300000-00350-0-2JA,방범-14-0003(안락1)_온천천로431번길_24-15_안락동_1,35.19279725,129.100679
5509,동래구,생활방범,3300000-00351-0-2KA,방범-14-0004(안락2)_연안로51번길_96-7_안락동_2,35.19433609,129.1029199
5510,동래구,생활방범,3300000-00352-0-2LA,방범-14-0005(명장1)_명안로46번길_5_정원아파트_인근,35.20107442,129.1048568
5511,동래구,생활방범,3300000-00353-0-2BA,방범-16-0001(복산)_칠산로39번길_21_정화빌라,35.20677651,129.0947563
5512,동래구,생활방범,3300000-00354-0-2BA,방범-16-0002(복산)_칠산로47번길_13_행복마을안심카페,35.20632859,129.0943893
5513,동래구,생활방범,3300000-00354-1-2BA,방범-16-0002(복산)-1_칠산로47번길_13_행복마을안심카페,35.20632859,129.0943893
5514,동래구,생활방범,3300000-00354-2-2BA,방범-16-0002(복산)-2_칠산로47번길_13_행복마을안심카페,35.20632859,129.0943893
5515,동래구,생활방범,3300000-00354-3-2BA,방범-16-0002(복산)-3_칠산로47번길_13_행복마을안심카페,35.20632859,129.0943893
5516,동래구,생활방범,3300000-00355-0-2BA,방범-16-0003(복산)_충렬대로273번길_13_부광반점_뒤편,35.20117754,129.0896107
5517,동래구,생활방범,3300000-00356-0-2BA,방범-16-0004(복산)_충렬대로285번길_17_박차정의사_생가입구,35.20120391,129.0904199
5518,동래구,생활방범,3300000-00357-0-2BA,방범-16-0005(복산)_동래로190번길_42_신헌원룸_앞,35.20168514,129.0899963
5519,동래구,생활방범,3300000-00358-0-2BA,방범-16-0006(복산)_동래로190번길_29_대유부동산_옆,35.20211383,129.0903383
5520,동래구,생활방범,3300000-00360-1-2BA,방범-17-0001(복산)-1_동래로116번길_33_경민아트빌라_앞,35.20548174,129.0844664
5521,동래구,생활방범,3300000-00360-2-2BA,방범-17-0001(복산)-2_동래로116번길_33_경민아트빌라_앞,35.20548174,129.0844664
5522,동래구,생활방범,3300000-00361-0-2BA,방범-17-0002(복산)_충렬대로237번길_102-5_돼지세끼뒤편,35.20572421,129.0839722
5523,동래구,생활방범,3300000-00362-1-2BA,방범-17-0003(복산)-1_동래로134번길_48_포인트_빌라_앞,35.20588039,129.0837467
5524,동래구,생활방범,3300000-00363-0-2BA,방범-17-0004(복산)_동래로134번길_38_야문터광장_앞,35.20594276,129.0843097
5525,동래구,생활방범,3300000-00364-1-2BA,방범-17-0005(명륜)-1_동래로134번길_40-6_공유대문_앞,35.20634704,129.0842707
5526,동래구,생활방범,3300000-00365-1-2BA,방범-17-0006(복산)-1_복천동_315-1_복천드림빌리지_앞,35.20549903,129.0853759
5527,동래구,생활방범,3300000-00365-2-2BA,방범-17-0006(복산)-2_복천동_315-1_복천드림빌리지_앞,35.20549903,129.0853759
5528,동래구,생활방범,3300000-00366-1-2BA,방범-17-0007(복산)-1_동래로134번길_32_야문터광장_뒷길,35.20591638,129.0845647
5529,동래구,생활방범,3300000-00367-0-2BA,방범-17-0008(복산)_동래로134번길_24_밀알교회_뒷길,35.20612904,129.0849787
5530,동래구,생활방범,3300000-00368-0-2BA,방범-17-0009(복산)_동래로116번길_8_대건창호_옆골목길,35.20655839,129.0846661
5531,동래구,생활방범,3300000-00369-1-2BA,방범-17-0010(복산)-1_동래로116번길_15_복천그린주택_뒷길,35.20627632,129.0845347
5532,동래구,생활방범,3300000-00370-1-2BA,방범-17-0011(복산)-1_동래로134번가길_11_남천주차장_뒷길,35.20533879,129.0849791
5533,동래구,생활방범,3300000-00371-0-2MA,방범-17-0012(명장2)_시실로178번길_16_태양연립_앞,35.20816314,129.0982761
5534,동래구,생활방범,3300000-00372-1-2BA,방범-17-0013(복산)-1_동래로148번길_13_동래시장공영주차장,35.20450831,129.0856593
5535,동래구,생활방범,3300000-00373-1-2CA,방범-17-0014(명륜)-1_중앙대로_1342_동래역공영주차장,35.20702704,129.0783266
5536,동래구,생활방범,3300000-00374-1-2CA,방범-17-0015(명륜)-1_중앙대로_1418_명륜역공영주차장,35.21333544,129.0804662
5537,동래구,생활방범,3300000-00375-1-2DA,방범-17-0018(온천1)-1_중앙대로_1520_온천장역공영주차장,35.21939758,129.0860772
5538,동래구,생활방범,3300000-00392-0-2IA,방범-18-0015(사직3)_여고로63번길_97_엄마손_떡볶이_앞,35.20054825,129.0691698
5539,동래구,생활방범,3300000-00393-0-2LA,방범-18-0016(명장1)_명장로48번길_21_세종약국_앞,35.20399842,129.1062211
5540,동래구,생활방범,3300000-00394-0-2BA,방범-18-0017(복산)_복천로51번길_21_복천박물관앞_골목길,35.20852031,129.0903286
5541,동래구,생활방범,3300000-00395-0-2CA,방범-18-0018(명륜)_충렬대로200번길_39_조선일보_동래지국,35.20227479,129.0795524
5542,동래구,생활방범,3300000-00396-0-2EA,방범-18-0019(온천2)_금정마을로_120_대동다숲아파트_뒤편,35.21064992,129.0660486
5543,동래구,생활방범,3300000-00397-0-2IA,방범-18-0020(사직3)_아시아드대로114번길_1_대구통닭_앞,35.19478189,129.0671981
5544,동래구,생활방범,3300000-00398-0-2IA,방범-18-0021(사직3)_여고로135번길_61_달보레케이크,35.2019146,129.0771702
5545,동래구,생활방범,3300000-00399-0-2KA,방범-18-0022(안락2)_연안로58번길_7_부산와인스쿨학원_앞,35.19190712,129.1109388
5546,동래구,생활방범,3300000-00400-1-2BA,방범-18-0023(복산)-1_동래로176번길_16_내성빌라_앞,35.20288179,129.0896103
5547,동래구,생활방범,3300000-00400-2-2BA,방범-18-0023(복산)-2_동래로176번길_16_내성빌라_앞,35.20288179,129.0896103
5548,동래구,생활방범,3300000-00401-0-2LA,방범-18-0024(명장1)_명장로_79_제일자동차정비_앞,35.20365213,129.1092779
5549,동래구,생활방범,3300000-00402-0-2DA,방범-18-0025(온천1)_온천장로_14_농협은행_앞,35.21327767,129.0790889
5550,동래구,생활방범,3300000-00403-0-2JA,방범-18-0026(안락1)_온천천로431번길_13_제일_스텐창호,35.19258828,129.0999576
5551,동래구,생활방범,3300000-00404-0-2AA,방범-18-0027(수민)_동래로152번길_18_수안슈퍼_앞,35.20346841,129.0870717
5552,동래구,생활방범,3300000-00405-0-2DA,방범-18-0028(온천1)_금강로_132-1_온천치안센터,35.22043872,129.080522
5553,동래구,생활방범,3300000-00406-0-2IA,방범-18-0029(사직3)_여고로91번길_17_동우공업사_앞,35.19787529,129.0730087
5554,동래구,생활방범,3300000-00407-0-2KA,방범-18-0030(안락2)_충렬대로459번길_81_까미유헤어,35.19829095,129.1104534
5555,동래구,생활방범,3300000-00408-1-2JA,방범-18-0031(안락1)-1_충렬대로331번길_17_충렬사_담벼락_앞,35.19966975,129.0951849
5556,동래구,생활방범,3300000-00408-2-2JA,방범-18-0031(안락1)-2_충렬대로331번길_17_충렬사_담벼락_앞,35.19966975,129.0951849
5557,동래구,생활방범,3300000-00409-1-2GA,방범-18-0032(사직1)-1_아시아드대로145번길_14_뚱보아구찜_앞,35.19739409,129.0647182
5558,동래구,생활방범,3300000-00409-2-2GA,방범-18-0032(사직1)-2_아시아드대로145번길_14_뚱보아구찜_앞,35.19739409,129.0647182
5559,동래구,생활방범,3300000-00410-0-2MA,방범-18-0033(명장2)_복천로_103-4_환경빌라_앞,35.20732657,129.0955914
5560,동래구,생활방범,3300000-00411-0-2CA,방범-18-0034(명륜)_문화로_80_동래문화회관_앞,35.21217723,129.0893945
5561,동래구,생활방범,3300000-00412-0-2CA,방범-18-0035(명륜)_명륜로207번길_41_CU_명륜스카이점,35.21243301,129.0806149
5562,동래구,생활방범,3300000-00413-0-2CA,방범-18-0036(명륜)_시실로24번길_65_혜영빌라_앞,35.21495807,129.0880814
5563,동래구,생활방범,3300000-00414-0-2CA,방범-18-0037(명륜)_시실로24번길_20_대원빌라_앞,35.21608638,129.0859519
5564,동래구,생활방범,3300000-00415-0-2MA,방범-18-0038(명장2)_시실로135번길_30_명장공영주차장_인근,35.21064023,129.0972943
5565,동래구,생활방범,3300000-00416-0-2KA,방범-18-0039(안락2)_연안로74번길_41_센텀유림노르웨이숲_뒤편,35.19242661,129.1135252
5566,동래구,생활방범,3300000-00417-0-2MA,방범-18-0040(명장2)_명서로112번길_48_동국쉐르빌_앞,35.21000191,129.0996902
5567,동래구,생활방범,3300000-00419-0-2IA,방범-18-0042(사직3)_여고로127번길_23_신사직아파트_101동_앞,35.19985663,129.0761715
5568,동래구,생활방범,3300000-00420-0-2FA,방범-18-0043(온천3)_여고북로23번길_46_세븐일레븐_앞,35.20304274,129.0680152
5569,동래구,생활방범,3300000-00421-0-2BA,방범-18-0044(복산)_칠산로60번길_15_그린파크빌라_주변,35.20537798,129.0925065
5570,동래구,생활방범,3300000-00423-0-2JA,방범-19-0001(안락1)_반송로217번길_5_국제렌트카_골목,35.20040527,129.0975015
5571,동래구,생활방범,3300000-00424-0-2LA,방범-19-0002(명장1)_명장로63번라길_15-6_이화녹원맨션,35.20916978,129.105462
5572,동래구,생활방범,3300000-00424-1-2LA,방범-19-0002(명장1)-1_명장로63번라길_15-6_이화녹원맨션,35.20916978,129.105462
5573,동래구,생활방범,3300000-00425-0-2LA,방범-19-0003(명장1)_옥봉로14번길_5-11_오아시스_인근,35.21025693,129.1076354
5574,동래구,생활방범,3300000-00425-1-2LA,방범-19-0003(명장1)-1_옥봉로14번길_5-11_오아시스_인근,35.21025693,129.1076354
5575,동래구,생활방범,3300000-00425-2-2LA,방범-19-0003(명장1)-2_옥봉로14번길_5-11_오아시스_인근,35.21025693,129.1076354
5576,동래구,생활방범,3300000-00430-0-2DA,방범-19-0008(온천1)_금강로_64_이주홍문학의거리,35.21479581,129.0770318
5577,동래구,생활방범,3300000-00430-1-2DA,방범-19-0008(온천1)-1_금강로_64_이주홍문학의거리,35.21479581,129.0770318
5578,동래구,생활방범,3300000-00430-2-2DA,방범-19-0008(온천1)-2_금강로_64_이주홍문학의거리,35.21479581,129.0770318
5579,동래구,생활방범,3300000-00431-0-2CA,방범-19-0009(명륜)_명륜로207번길_26_명륜동행정복지센터,35.21239331,129.0813869
5580,동래구,생활방범,3300000-00431-1-2CA,방범-19-0009(명륜)-1_명륜로207번길_26_명륜동행정복지센터,35.21239331,129.0813869
5581,동래구,생활방범,3300000-00431-2-2CA,방범-19-0009(명륜)-2_명륜로207번길_26_명륜동행정복지센터,35.21239331,129.0813869
5582,동래구,생활방범,3300000-00431-3-2CA,방범-19-0009(명륜)-3_명륜로207번길_26_명륜동행정복지센터,35.21239331,129.0813869
5583,동래구,생활방범,3300000-00431-4-2CA,방범-19-0009(명륜)-4_명륜로207번길_26_명륜동행정복지센터,35.21239331,129.0813869
5584,동래구,생활방범,3300000-00433-0-2AA,방범-20-0001(수민)_충렬대로322번길_11_도시아파트,35.19851832,129.093813
5585,동래구,생활방범,3300000-00433-1-2AA,방범-20-0001(수민)-1_충렬대로322번길_11_도시아파트,35.19851832,129.093813
5586,동래구,생활방범,3300000-00433-2-2AA,방범-20-0001(수민)-2_충렬대로322번길_11_도시아파트,35.19851832,129.093813
5587,동래구,생활방범,3300000-00433-3-2AA,방범-20-0001(수민)-3_충렬대로322번길_11_도시아파트,35.19851832,129.093813
5588,동래구,생활방범,3300000-00434-0-2AA,방범-20-0002(수민)_온천천로301번길_25_새동래3차아파트_5동_앞,35.19603936,129.0855828
5589,동래구,생활방범,3300000-00434-1-2AA,방범-20-0002(수민)-1_온천천로301번길_25_새동래3차아파트_5동_앞,35.19603936,129.0855828
5590,동래구,생활방범,3300000-00434-2-2AA,방범-20-0002(수민)-2_온천천로301번길_25_새동래3차아파트_5동_앞,35.19603936,129.0855828
5591,동래구,생활방범,3300000-00434-3-2AA,방범-20-0002(수민)-3_온천천로301번길_25_새동래3차아파트_5동_앞,35.19603936,129.0855828
5592,동래구,생활방범,3300000-00434-4-2AA,방범-20-0002(수민)-4_온천천로301번길_25_새동래3차아파트_5동_앞,35.19603936,129.0855828
5593,동래구,생활방범,3300000-00435-0-2JA,방범-20-0003(안락1)_명안로25번길_83_대성푸드앞,35.19984988,129.0999503
